name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Faisalabad,2024-01-28,73.8,50.1,61.2,73.8,50.1,61.2,33.7,39.3,0,0,0,,0,0,5.1,6.7,214.5,1017.1,54.2,11.3,146.3,12.6,6,10,2024-01-28T07:03:04,2024-01-28T17:38:14,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-01-29,73.5,49.2,59.9,73.5,49.2,59.9,34.8,43.4,0,0,0,,0,0,8.1,6.9,19.4,1018.4,9.8,11.2,167.7,14.4,6,10,2024-01-29T07:02:32,2024-01-29T17:39:09,0.62,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-01-30,74.4,51,60.7,74.4,51,60.7,41.2,53.1,0,0,0,,0,0,7.6,6,37.1,1016.6,17.2,10.4,166.3,14.3,6,10,2024-01-30T07:01:59,2024-01-30T17:40:04,0.65,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-01-31,74.9,51.3,61.6,74.9,51.3,61.6,40.6,50.9,0,0,0,,0,0,17.2,9.2,122.1,1014.2,43.5,10.8,170.8,14.8,7,10,2024-01-31T07:01:25,2024-01-31T17:40:58,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-01,70.1,49.5,57.9,70.1,48,57.8,45.8,68,0.354,100,4.17,rain,0,0,15.7,16.1,35.4,1014.7,16.9,10.8,173,15.1,7,10,2024-02-01T07:00:48,2024-02-01T17:41:53,0.72,Rain,Clear conditions throughout the day with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-02-02,69.7,45.4,56.6,69.7,42.3,55.9,37.1,54.4,0,0,0,,0,0,19.9,8.5,52.3,1021.2,29.6,10.7,172.5,14.9,7,10,2024-02-02T07:00:11,2024-02-02T17:42:47,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-03,67,53.5,58.1,67,53.5,58.1,37.1,47.2,0,0,0,,0,0,19.5,11.9,23.8,1019.2,85.4,10.8,98.9,8.5,5,10,2024-02-03T06:59:31,2024-02-03T17:43:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-04,62.7,49.9,55.2,62.7,47.9,55.1,47.5,75.9,0.196,100,8.33,rain,0,0,16.6,8.5,43.8,1017.9,58.3,9.8,99.2,8.4,6,10,2024-02-04T06:58:51,2024-02-04T17:44:35,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41630099999"
Faisalabad,2024-02-05,67.7,42.9,55.1,67.7,42.9,54.6,40,62.2,0,0,0,,0,0,8.5,5.8,344.6,1019.6,5.2,10.6,181,15.6,7,10,2024-02-05T06:58:09,2024-02-05T17:45:29,0.85,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-06,69.9,45.6,56.3,69.9,45.4,56.1,33.8,46.9,0,0,0,,0,0,8.7,6.7,0.5,1020.9,1.4,10.8,184.4,15.9,7,10,2024-02-06T06:57:25,2024-02-06T17:46:22,0.88,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-07,69.9,46.5,56.8,69.9,46.5,56.7,34.6,46.8,0,0,0,,0,0,13.4,10.3,312.9,1022.3,29.3,10.8,163.3,14.1,7,10,2024-02-07T06:56:41,2024-02-07T17:47:15,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-08,75.3,47,59,75.3,43.8,58.5,30.3,39.8,0,0,0,,0,0,15,10.3,296.1,1020.4,0,10.8,193.1,16.6,7,10,2024-02-08T06:55:55,2024-02-08T17:48:08,0.95,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-09,76.2,44.7,60.4,76.2,44.7,60.4,28.3,35.9,0,0,0,,0,0,7.8,6.7,66.5,1018.4,0,10.8,194.8,16.6,7,10,2024-02-09T06:55:07,2024-02-09T17:49:00,0.98,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-10,76.6,48.3,60.6,76.6,47.7,60.5,29.5,37,0,0,0,,0,0,6.5,5.6,27.5,1021.7,0,10.8,196.3,16.9,7,10,2024-02-10T06:54:18,2024-02-10T17:49:53,0,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-11,77.3,48.3,61.3,77.3,48.3,61.3,28.6,35.2,0,0,0,,0,0,4,4.7,274.6,1021.3,5.8,10.8,198.8,17.1,7,10,2024-02-11T06:53:29,2024-02-11T17:50:44,0.05,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-12,75.1,48.3,60.3,75.1,48.3,60.3,27.7,36.4,0,0,0,,0,0,5.4,3.6,33.2,1020.1,80.7,10.8,151,13,7,10,2024-02-12T06:52:37,2024-02-12T17:51:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-13,77.3,44.7,61.9,77.3,44.7,61.9,28.9,35,0,0,0,,0,0,5.6,5.8,19.2,1019.5,15.4,10.5,200.3,17.4,7,10,2024-02-13T06:51:45,2024-02-13T17:52:27,0.11,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-14,79.8,46.5,62.7,79.8,46.5,62.7,27.9,33.4,0,0,0,,0,0,6.5,4.7,349.2,1019.5,3.2,10.6,201.4,17.4,7,10,2024-02-14T06:50:51,2024-02-14T17:53:18,0.15,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-15,81.9,46.5,63.6,79.5,46.5,63.3,24.6,30.6,0,0,0,,0,0,5.1,4.7,259.9,1019.4,0,10.7,208,17.9,8,10,2024-02-15T06:49:57,2024-02-15T17:54:09,0.18,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-16,82.1,48.3,64.4,79.7,48.3,64.1,25.2,30.2,0,0,0,,0,0,4.5,4.7,342.9,1019.4,1.5,10.8,208.2,17.9,8,10,2024-02-16T06:49:01,2024-02-16T17:54:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-17,83.4,50.1,66.3,80.7,50.1,65.9,28.5,31.8,0,0,0,,0,0,8.1,6.5,177.6,1014.6,42.5,10.7,200.7,17.2,7,10,2024-02-17T06:48:04,2024-02-17T17:55:48,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-18,80.3,56.4,65.1,78.9,56.4,65,35.9,40.6,0,0,0,,0,0,32,17.7,72.5,1010.4,90.3,10.6,126.9,10.9,6,10,2024-02-18T06:47:06,2024-02-18T17:56:38,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"remote,41630099999"
Faisalabad,2024-02-19,79.4,56.7,66.8,79.4,56.7,66.8,42.4,45.5,0.039,100,4.17,rain,0,0,25.9,13.9,132.7,1005.5,35.6,10.8,202.7,17.6,7,10,2024-02-19T06:46:07,2024-02-19T17:57:27,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"remote,41630099999"
Faisalabad,2024-02-20,75.5,51.7,62.5,75.5,51.7,62.5,46.1,59.9,0,0,0,,0,0,13,8.5,347.1,1009.8,9.2,10.6,199.9,17.2,7,10,2024-02-20T06:45:07,2024-02-20T17:58:15,0.35,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-21,76.2,48.3,61.6,76.2,48.3,61.6,38.2,49.5,0,0,0,,0,0,13.2,7.8,23.8,1011.9,10.8,10.7,208.8,17.9,8,10,2024-02-21T06:44:06,2024-02-21T17:59:04,0.39,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-22,75.6,49.7,61.2,75.6,48.4,61.1,33.4,40,0,0,0,,0,0,20.8,7.2,25,1014.6,18,10.8,212.6,18.4,8,10,2024-02-22T06:43:04,2024-02-22T17:59:51,0.42,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-23,75.8,50.1,60.8,75.8,50.1,60.8,28.7,37,0.118,100,4.17,rain,0,0,10.7,16.1,20.1,1016.4,21.2,10.7,214.1,18.5,8,10,2024-02-23T06:42:02,2024-02-23T18:00:39,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-02-24,74.2,48.3,60.2,74.2,47.9,60.1,28.2,35.7,0,0,0,,0,0,16.1,8.5,58.1,1016.7,24.4,10.8,218.6,18.8,8,10,2024-02-24T06:40:58,2024-02-24T18:01:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-25,74.6,49.2,60.7,74.6,47.2,60.5,29.7,35.9,0,0,0,,0,0,14.5,8.3,65.9,1019.8,41.6,10.8,198.9,17,7,10,2024-02-25T06:39:53,2024-02-25T18:02:13,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-26,75.6,51.9,61.9,75.6,51.9,61.9,32,37.4,0,0,0,,0,0,23.3,14.1,18.9,1019.9,89,11.1,147.3,12.9,7,10,2024-02-26T06:38:48,2024-02-26T18:02:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-27,76.2,54.4,62.9,76.2,54.4,62.9,37.7,42.7,0,0,0,,0,0,17.4,6.7,330.7,1019.5,74,10.8,182,15.7,7,10,2024-02-27T06:37:42,2024-02-27T18:03:45,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-02-28,79.8,51,63.7,79.8,51,63.7,39.6,45.1,0,0,0,,0,0,10.3,9.8,294.8,1017,1,10.8,220.6,18.9,8,10,2024-02-28T06:36:35,2024-02-28T18:04:31,0.63,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-02-29,81.1,51.9,66.4,79.6,51.9,66.2,38.5,39.7,0,0,0,,0,0,11.6,6.3,10.2,1015.3,73.9,11.3,177.1,15.2,8,10,2024-02-29T06:35:28,2024-02-29T18:05:16,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-01,73.7,60.5,64.4,73.7,60.5,64.4,46.4,55.4,0.062,100,8.33,rain,0,0,28.2,16.1,53.6,1013.6,95.4,10.6,56.3,4.8,4,10,2024-03-01T06:34:19,2024-03-01T18:06:01,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-03-02,71.7,51.9,60.4,71.7,51.9,60.4,51.2,72.8,0.441,100,8.33,rain,0,0,25.5,16.1,214.7,1005.8,46.6,10.6,135.3,11.7,7,10,2024-03-02T06:33:11,2024-03-02T18:06:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-03-03,67.2,41.1,54.2,67.2,38.4,53.6,30.9,47.4,0,0,0,,0,0,17.2,11.4,263.1,1011.9,5.4,10.8,238.9,20.6,8,10,2024-03-03T06:32:01,2024-03-03T18:07:30,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-04,70.2,43.8,55.7,70.2,41.7,55,27,37,0,0,0,,0,0,10.3,9.2,341.1,1018.7,21.8,10.8,238.9,20.5,8,10,2024-03-04T06:30:51,2024-03-04T18:08:14,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-05,74.4,45.9,57.8,74.4,44.2,57.4,29,38.5,0,0,0,,0,0,10.1,8.3,313.5,1018.9,64.8,10.8,231,20,8,10,2024-03-05T06:29:40,2024-03-05T18:08:57,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-06,76.9,48.3,61.4,76.9,47.5,61.2,28.9,34.5,0,0,0,,0,0,11.2,6.7,286.5,1015.6,28.8,10.8,240.5,20.6,8,10,2024-03-06T06:28:29,2024-03-06T18:09:41,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-07,76.9,53,63.7,76.9,53,63.7,36.4,40.6,0,0,0,,0,0,7.4,5.4,18.1,1015.8,28,10.8,238.6,20.6,8,10,2024-03-07T06:27:17,2024-03-07T18:10:24,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-08,79.6,52.8,64.2,79.6,52.8,64.2,36.9,40.2,0,0,0,,0,0,13,8.1,328.2,1017,13.8,11.3,243.3,20.9,8,10,2024-03-08T06:26:05,2024-03-08T18:11:06,0.93,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-09,84.8,53.7,67,81.7,53.7,66.5,36.7,37.8,0,0,0,,0,0,12.1,10.3,313.9,1016.5,28.4,10.8,246.6,21.3,9,10,2024-03-09T06:24:52,2024-03-09T18:11:49,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-10,84.8,53.7,69.3,81.7,53.7,68.8,36.1,34.5,0,0,0,,0,0,17.7,8.9,304.5,1015.1,91.8,10.8,182.9,15.8,7,10,2024-03-10T06:23:39,2024-03-10T18:12:31,0,Overcast,Cloudy skies throughout the day.,cloudy,"remote,41630099999"
Faisalabad,2024-03-11,84.3,58.9,69.8,81.3,58.9,69.4,39,38.5,0,0,0,,0,0,11.4,10.5,330.6,1016.7,59.1,10.8,240,20.9,8,10,2024-03-11T06:22:26,2024-03-11T18:13:13,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-12,87.3,55.5,70.5,83.7,55.5,69.8,39.4,38.1,0,0,0,,0,0,6,5.1,315.7,1015.2,19.5,10.7,249.6,21.6,9,10,2024-03-12T06:21:12,2024-03-12T18:13:55,0.06,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-13,75.5,60,66.7,75.5,60,66.7,46.1,51.1,0.079,100,4.17,rain,0,0,16.6,11.4,130.4,1012.1,57.2,10.7,167.3,14.4,8,10,2024-03-13T06:19:58,2024-03-13T18:14:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"remote,41630099999"
Faisalabad,2024-03-14,84.5,54.4,68.1,81.6,54.4,67.7,46.3,50.4,0,0,0,,0,0,17.4,8.1,29.8,1016.5,10.4,10.8,249.3,21.6,8,10,2024-03-14T06:18:44,2024-03-14T18:15:18,0.13,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-15,85.7,55.5,68.5,82.4,55.5,67.9,38.3,39.8,0,0,0,,0,0,11.2,7.8,341.4,1015.1,0.2,10.8,259.2,22.5,9,10,2024-03-15T06:17:29,2024-03-15T18:15:59,0.16,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-16,87.5,56.4,70.8,83.9,56.4,70.1,37.8,34.7,0,0,0,,0,0,11.9,7.2,19.9,1016,38.6,10.8,253.2,21.9,9,10,2024-03-16T06:16:14,2024-03-16T18:16:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-17,86.6,59.1,71.7,83.2,59.1,71.1,36.5,33.6,0,0,0,,0,0,11.6,7.6,349.2,1015.9,81.1,10.8,177.4,15.3,6,10,2024-03-17T06:14:59,2024-03-17T18:17:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-18,91.5,60,74.1,87.2,60,73.1,39.2,34.5,0,0,0,,0,0,10.5,10.3,313,1013.2,13.1,10.8,259.4,22.5,9,10,2024-03-18T06:13:43,2024-03-18T18:18:01,0.27,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-19,92.4,62.7,75.5,87.9,62.7,74.4,38.5,32.4,0,0,0,,0,0,11.2,7.8,5.2,1012.9,4.3,10.8,262.7,22.7,9,10,2024-03-19T06:12:28,2024-03-19T18:18:41,0.3,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-03-20,95.4,60.9,77.5,90.5,60.9,76.1,37.9,31.6,0,0,0,,0,0,7.6,5.6,46,1013.1,48.5,10.8,259.4,22.4,9,10,2024-03-20T06:11:12,2024-03-20T18:19:21,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-21,96.9,68.1,80.7,91.8,68.1,79.3,40.7,30.4,0,0,0,,0,0,29.3,21.5,73,1010.2,61.1,10.8,242.1,20.9,8,10,2024-03-21T06:09:57,2024-03-21T18:20:01,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-22,93.6,65.7,78.4,89.2,65.7,77.5,45.1,37.3,0,0,0,,0,0,22.8,10.1,64.9,1009.2,26.5,10.8,264.4,23,9,10,2024-03-22T06:08:41,2024-03-22T18:20:41,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-23,93.8,65.4,78.2,89.3,65.4,77.2,46.5,37.4,0,0,0,,0,0,15.7,7.6,359.4,1008.6,69.3,10.8,236.6,20.5,9,10,2024-03-23T06:07:25,2024-03-23T18:21:21,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-03-24,93.8,65.4,80,90.1,65.4,79,48.8,37.6,0.472,100,12.5,rain,0,0,20.6,16.1,334.2,1010.5,45.4,12.4,247.9,21.4,9,10,2024-03-24T06:06:09,2024-03-24T18:22:01,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41630099999"
Faisalabad,2024-03-25,96.7,66.3,80.5,92.2,66.3,79.1,44.3,32.1,0,0,0,,0,0,12.3,7.8,354.9,1012.2,28.1,12.9,266.9,23,9,10,2024-03-25T06:04:53,2024-03-25T18:22:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
